product Id,Main Category,Category 1,Category 2,Category 3,Category 4,Category 5,Brand,Product Name,Product Information,Car brand,Car model,Car year,Main Price,Discount Price,Product Discription,picture 1,picture 2,picture 3,picture 4,picture 5,picture 6,picture 7,picture 8,picture 9,picture 10,picture 11,picture 12,picture 13,picture 14,picture 15,picture 16,picture 17,source
50001,,,,,,,,MOSCONI PICO 8 | 10 DSP 4x 50 Watt + 2x 240 Watt,"
    8 kanals klasse D med 10 kanals DSP",,,,7 290.00,," 
Mosconi Pico forsterkerne representerer fremtiden for oppgradering av lyden i dagens biler. De meget kompakte forsterkerene kombinerer toppmoderne høyhastighets digitale forsterkere, smarte strømforsyninger og innovative DSP-funksjoner. 
Dette resulterer i høy effekt med minst mulig strømforbruk, som er et grunnleggende krav for moderne og også elektriske kjøretøy. 
DSP-versjonene (Digital Signal Processor) tilbyr en rekke utstyr og utvidelsesmuligheter, som Bluetooth-lydstrømming i høyoppløselig lydformat. 
Med de valgfrie OEM-kabelsettene er en perfekt og ikke destruktiv integrering av Mosconi Pico-ene i bilen mulig. 

 
Kraftig DSP-forsterker optimalisert for fabrikkradioer. Seks analoge innganger opptil 30V, fleksibel ruting, 3x inngangs-EQ og forsinkelse. Med 4x50 watt + 4x 90 watt er den ideell for aktive og semi-aktive systemer, samt klassisk front+bak+sub-applikasjon. I brokoblet modus på kanal 5 - 8 har man hele 480W tilgjengelig fordelt på en eller flere basshøyttalere. Med to digitale innganger (SP-Dif og BT+) og to behandlede linjeutganger er den klar for fremtiden. 

 
Høyeffektive PWM utgangstrinn med den raskeste bærefrekvensen i verden i dag (>2MHz). Moduleringen gjøres uten DAC direkte fra 48kHz TDM-signalet til DSP, og dermed går støygulvet til null og THD+N ~0,02% / 1W. 

RMS utgangseffekt @ 4 Ohm: 
4x 50 Watt (kanal 1-4) 3 Ohm stabil (kan ikke brokobles!) 
4x 90 Watt (kanal 5-8) 2 Ohm stabil (kan brokobles) 
4x 120 Watt (kanal 5-8) @ 2 Ohm 
4x 50 Watt + 2x 240 Watt (brokoblet kanal 5+6/7+8)) 

Linjeutgang : 2 x 2Vrms 
Inngangsignal volt: 0,3 - 15 V 
Total effektivitet: >80 % 
Auto-On (kun høynivå: AV - BTL 
Fysiske mål: 150 x 160 x 46 mm 
Nettovekt 1050 gram 

INNGANGER: 
4 x analoge balanserte innganger (Høynivå) opp til 30V. 
4 x valgbare analoge innganger (Høynivå / lavnivå) 
1x digital inngang SP-Dif optisk (8kHz - 96kHz samplingsfrekvens) 
1x Bluetooth port med SP-Dif - TTL (8kHz - 96kHz, feks. for Mos_BTS Bluetooth streamingmodul) 
Bluetooth digital audio port (BT+) 
(fleksibel 8kHz - 384kHz synkron digital inngang for lydkilder med 2 - 16 kanaler, direkte DSP-tilgang uten jitter, f.eks. for MOS BTS-LD4C BT streamingmodul eller utvidede analoge innganger) 

PROGRAMVARE: 
3 x 9-bånds parametriske inngangs-EQ (de-equalisering) 
6 x inngangsforsinkelse 0 - 3ms / 0,01ms (de-forsinkelse) 
10 x inngangsnivåkontroll digital (signalbehandling) 
Fleksibel mikser for signalruting 
(Sideseparert, kan summere og trekke fra, 10 innganger til 4x2 utgangsgrupper) 
6 x 30 bånd eller 4x30 bånd + 2x15 bånd gruppe EQ 
(parametrisk, relativ fase forblir stabil) 
10 x 10-bånds utgangsfiltre 
HighPass / LowPass / HighShelf / LowShelf / Notch / Allpass 1. + 2. orden / Speaker-EQ) 
10 x høyttalerforsinkelse 0 - 12ms, 0,02ms 
10 x høyttalerfasebryter 

KONTROLL: 
1 x fjernkontroll (analog, for RTC.2 Poti fjernkontroll) 
1 x Bluetooth-kontrollport (Tilkobling MOS-BT3.0 (App-kontroll), RC-Can (CAN-Bus-kontroll), MOS_USB2.0 (programmeringsdongel) 
1 x fjernkontroll ut, 1x fjernkontroll inn, automatisk fjernkontroll for tilkobling på høyt nivå. 
Tilkoblinger med MOLEX® pluggkontakter. 
Svært liten størrelse med lav varmeutvikling, godt egnet for montering bak paneler. 

DSP: 
912 MHz, 32-bits lydport, 64-bit kjerne. 
Double Precision 56Bit filterberegning. 
6144 SIMD-instruksjoner samplingsfrekvens ved 48 kHz. 
ASRC-er fra 1:8 opp til 7,75:1 forhold og 139 dB DNR. 

 ",./images_produkt/50001.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
G1VG2034,,,,,,,,"Dension Gateway 100 Audi Cradle iPod, Aux","
     ",,,,1 990.00,,"Audi A2 1999-2005 Concert I, Symphony I 
Audi A3 2001-2008 Concert Chorus 
Audi A4 1998-2006 Concert Chorus Navi Plus 
Audi A6 2001-2003 Concert Chorus Navi Plus 
Audi A8 1999-2003 Concert Chorus Navi Plus 
Audi TT 1999-2003 Concert Chorus Navi Plus ",,,,,,,,,,,,,,,,,,www.iceaudio.no
16209,,,,,,,,FOCAL IS FORD 690,"
    Integration serien Ford 6x9""",,,,2 790.00,,"The IS FORD 690 2-way component kit is designed for all drivers who wish to install a quality sound solution in their vehicle. The speaker drivers feature Polyglass technology, which delivers well defined midrange and bass, and the Aluminium inverted dome tweeter, a Focal technology that provides perfect treble reproduction. 

Installing this kit does not require any soldering, cable trimming or vehicle modification. The integration is also invisible. 

This kit is designed for vehicles that have tweeter slots. 

Key Points 
• Quick and easy install 
• No modifications needed on the vehicle 
• Invisible integration 
• Sound quality superior to the original one 
• No additional accessories required 

Power max. 150W 
Power nom. 75W RMS 
Sensitivity (2.83V/1m) 92.3dB 
Frequency response 50Hz - 20kHz 
Impedance 4 ohm 
Woofer 515/16 x 91/16"" (150 x 230mm) 
Mounting depth 41mm 
Cone Polyglass 
Voice coil diameter 13/16"" (30mm) 
Magnet Ferrite 
Surround Butyl 
Tweeter Compact Aluminium inverted dome 
Crossover: 
Woofer : integrated 
Tweeter : on line 

 

Models and compatible systems on www.focal-inside.com ",./images_produkt/16209.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50092,,,,,,,,GLADEN ONE 165 Fiat Ducato remi,"
    Plug and Play",,,,2 990.00,,"Plug and Play 2-veis system for kjøretøy med REMI mørkleggingssystem foran i A-stolpen fra midten av 2006. 

Passer for følgende kjøretøy: 

Fiat Ducato III (fra 2006) 
Citroën Jumper II (fra 2006) 
Peugeot Boxer II (fra 2006) 

Gladen One 165 Fiat Ducato - RS drar nytte av de utmerkede tekniske egenskapene til RS serien med ferrittmagneter og fibermembraner. Høyttalerne er veldig enkle å installere på grunn av de kjøretøyspesifikke pluggene og de nøyaktig tilpassede høyttalerfestene. Og alt dette er en absolutt ikke-destruktiv installasjon slik at det også er egnet for leasede kjøretøy. 

165 mm høyttalersystem 
2 x 150 / 100 Watts 
3 Ohm impedans 
25 mm diskant med silkemembran 
Optimalisert delefilter 

Delefilter: 
Kompakt design 
Komponenter av høy kvalitet (luftkjernespoler) 
OEM-koblinger 
Ikke-destruktiv installasjon 

Mellomtone: 
Størrelse: 165 mm 
Fibermembran 
Chassis av stål 
Nomex sentreringspole 
25 mm svingspole 
Gummi-magnet beskyttelse 
3 Ohm impedans 
Kjøretøyspesifikk adapterring og dempematter er inkludert 

Diskant 
Størrelse: 20 mm (talespole) 
Membran i silkestoff 
4 Ohm impedans 
Neodymmagnet 
Bilspesifikk høyttalerfeste 

 ",./images_produkt/50092.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50092,,,,,,,,GLADEN ONE 165 Fiat Ducato remi,"
    Plug and Play",,,,2 990.00,,"Plug and Play 2-veis system for kjøretøy med REMI mørkleggingssystem foran i A-stolpen fra midten av 2006. 

Passer for følgende kjøretøy: 

Fiat Ducato III (fra 2006) 
Citroën Jumper II (fra 2006) 
Peugeot Boxer II (fra 2006) 

Gladen One 165 Fiat Ducato - RS drar nytte av de utmerkede tekniske egenskapene til RS serien med ferrittmagneter og fibermembraner. Høyttalerne er veldig enkle å installere på grunn av de kjøretøyspesifikke pluggene og de nøyaktig tilpassede høyttalerfestene. Og alt dette er en absolutt ikke-destruktiv installasjon slik at det også er egnet for leasede kjøretøy. 

165 mm høyttalersystem 
2 x 150 / 100 Watts 
3 Ohm impedans 
25 mm diskant med silkemembran 
Optimalisert delefilter 

Delefilter: 
Kompakt design 
Komponenter av høy kvalitet (luftkjernespoler) 
OEM-koblinger 
Ikke-destruktiv installasjon 

Mellomtone: 
Størrelse: 165 mm 
Fibermembran 
Chassis av stål 
Nomex sentreringspole 
25 mm svingspole 
Gummi-magnet beskyttelse 
3 Ohm impedans 
Kjøretøyspesifikk adapterring og dempematter er inkludert 

Diskant 
Størrelse: 20 mm (talespole) 
Membran i silkestoff 
4 Ohm impedans 
Neodymmagnet 
Bilspesifikk høyttalerfeste 

 ",./images_produkt/50092.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50037,,,,,,,,"GLADEN SoundUP BMW S676 HiFi, GA-SU-BM-S676-BASIC-C","
    Plug & Play oppgradering",,,,14 490.00,,"GA-SU-BM-S676-BASIC-C 

SoundUp pakke for alle BMW-er i F- og G-serien med fabrikklydsystem (S676). 

SoundUp pakken inkluderer et 3 veis fronthøyttalersystem, en 8kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelsett og dempingsmateriale for å forhindre vibrasjon på høyttalerens monteringsplasser. 

Etter installasjonen kan du bruke vår DSP-programvare til å laste inn en forhåndskonfigurert og kjøretøyspesifikk DSP-innstilling. Dette kan justeres etter din personlige musikksmak. 
Original senter og bakhøyttalere er optimalisert via DSP forsterkeren. 

- Perfekt innstilt lydsystem for din BMW gjennom nyeste DSP teknologi. 
- Dynamisk lyd gjennom svært effektive høyttalere. 
- Optimalisering av den originale senter og bakhøyttaleren via DSP. 

SoundUp pakken inkluderer en 8 kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelsett og tilbehør for installasjon. Plug & play kabelesettet tillater en ikke-destruktiv installasjon slik at SoundUp pakkene også er egnet for leasede kjøretøy. 

 

 ",./images_produkt/50037.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50036,,,,,,,,"GLADEN SoundUP BMW S676 HiFi, GA-SU-BM-S676-BASIC","
    Plug & Play oppgradering",,,,12 990.00,,"GA-SU-BM-S676-BASIC 

SoundUp pakke for alle BMW-er i F- og G-serien med fabrikklydsystem (S676). 

SoundUp pakken inkluderer et 3 veis fronthøyttalersystem, en 6 kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelsett og dempingsmateriale for å forhindre vibrasjon på høyttalerens monteringsplasser. 

Etter installasjonen kan du bruke vår DSP-programvare til å laste inn en forhåndskonfigurert og kjøretøyspesifikk DSP-innstilling. Dette kan justeres etter din personlige musikksmak. 
Original senter og bakhøyttalere er optimalisert via DSP forsterkeren. 

- Perfekt innstilt lydsystem for din BMW gjennom nyeste DSP teknologi. 
- Dynamisk lyd gjennom svært effektive høyttalere. 
- Optimalisering av den originale senter og bakhøyttaleren via DSP. 

SoundUp pakken inkluderer en 6 kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelsett og tilbehør for installasjon. Plug & play kabelesettet tillater en ikke-destruktiv installasjon slik at SoundUp pakkene også er egnet for leasede kjøretøy. 

 

 ",./images_produkt/50036.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50065,,,,,,,,GLADEN SoundUP BMW GA-SU-BM-RAM-C,"
    Plug & Play oppgradering",,,,8 990.00,,"GA-SU-BM-RAM-C 

SoundUp pakke for alle BMW-er i G-serien med RAM enhet og senterhøyttaler. 

Med SU-BM-RAM-C SoundUp pakken kan du enkelt oppgradere ditt originale lydsystem. Her brukes en DSP-forsterker til å oppgradere dine fabrikkhøyttalere, inkludert senterhøyttaler, slik at de kan yte sitt fulle potensial. 

SoundUp pakken inkluderer en 8-kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelesett og tilbehør for installasjon. Plug & play kabelesettet tillater en ikke-destruktiv installasjon slik at SoundUp pakkene også er egnet for leasede kjøretøy. 

- Mer lydtrykk gjennom mer forsterkerkraft 
- Optimalisering av de originale høyttalerne via DSP 

 

RMS utgangseffekt @ 4 Ohm: 
4x 50 Watt (kanal 1-4) 3 Ohm stabil (kan ikke brokobles!) 
4x 90 Watt (kanal 5-8) 2 Ohm stabil (kan brokobles) 
4x 120 Watt (kanal 5-8) @ 2 Ohm 
4x 50 Watt + 2x 240 Watt (brokoblet kanal 5+6/7+8)) 
Total effekt RMS 680 (original forsterker er ca 5x12 + 2x20 Watt RMS) ",./images_produkt/50065.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50064,,,,,,,,GLADEN SoundUP BMW GA-SU-BM-RAM,"
    Plug & Play oppgradering",,,,7 990.00,,"GA-SU-BM-RAM 

SoundUp pakke for alle BMW-er i G-serien med RAM enhet. 

Med SU-BM-RAM SoundUp pakken kan du enkelt oppgradere ditt originale lydsystem. Her brukes en DSP-forsterker til å oppgradere dine fabrikkhøyttalere, slik at de kan yte sitt fulle potensial. 

SoundUp pakken inkluderer en 6-kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelesett og tilbehør for installasjon. Plug & play kabelesettet tillater en ikke-destruktiv installasjon slik at SoundUp pakkene også er egnet for leasede kjøretøy. 

- Mer lydtrykk gjennom mer forsterkerkraft 
- Optimalisering av de originale høyttalerne via DSP 

 

RMS utgangseffekt @ 4 Ohm: 
4x 50 Watt (kanal 1-4) 3 Ohm stabil (kan ikke brokobles!) 
2x 90 Watt (kanal 5-6) 2 Ohm stabil (kan brokobles) 
2x 120 Watt (kanal 5-6) @ 2 Ohm 
4x 50 Watt + 1x 240 Watt (brokoblet kanal 5+6) ",./images_produkt/50064.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50035,,,,,,,,"GLADEN SoundUP BMW S676 HiFi, GA-SU-BM-S676-C","
    Plug & Play oppgradering",,,,7 990.00,,"GA-SU-BM-S676-BASIC-C 

SoundUp pakke for alle BMW-er fabrikklydsystem (S676).* 

Med SU-BM-S676-C SoundUp pakken kan du enkelt oppgradere ditt originale lydsystem. Her brukes en 8 kanals DSP-forsterker til å oppgradere dine fabrikkhøyttalere, inkludert senterhøyttaler, slik at de kan yte sitt fulle potensial. 

SoundUp pakken inkluderer en 8 kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelsett og tilbehør for installasjon. Plug & play kabelsettet tillater en ikke-destruktiv installasjon slik at SoundUp pakkene også er egnet for leasede kjøretøy. 

- Mer lydtrykk gjennom mer forsterkerkraft 
- Optimalisering av de originale høyttalerne via DSP 

 

Slik kan du finne ut om denne oppgraderingen vil passe din BMW: 

Skriv inn registreringsnummeret her:  

Kopier understellsnummeret/VIN nummeret fra registreringsdata. 

Lim det inn i feltet  og trykk decode. 

Bla nedover listen å se om du finner utstyrskode: S676A HiFi Speaker system 

Enkel montering på få minutter på originalmonteringsstedet via inkludert Plug & Play-tilkoblingskabel og monteringsplate. 

Unike DSP funksjoner 
Optisk SPDIF inngang 
RCA linjeutgang til feks ekstra bassforsterker 
Spiller selv om spenningen synker helt til 6V (feks ved start av motor) 
Total effekt 680 WATT RMS (original forsterker er ca 5x12 + 2x20 Watt RMS) 
Størrelse: 46 x 150 x 160 mm 

",./images_produkt/50035.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50031,,,,,,,,GLADEN ONE 202 BMW 3 veis,"
    Plug & Play 3 veis semi aktiv system BMW",,,,5 490.00,,"Gladen One 202 BMW drar nytte av vår høy erfaring innen høyttalerdesign.Gladen One 202 BMW har opphav i av de utmerkede tekniske egenskapene til vårt nyutviklede chassis med neodymmagneter. De nye membranene er stibvere og har bedre innvendig demping.Alle chassis har en høy effektivitet som oppnås ved en effektiv kombinasjon av membranoppheng og lave bevegelige masser. Høyttalerne er veldig enkle å installere i din BMW på grunn av de kjøretøyspesifikke og nøyaktig tilpassede høyttalerfestene. Og alt dette er absolutt ikke-destruktivt (reverserbart). 
Mellomtone har et kjøretøyspesifikt høyttalerfeste og er derfor montert usynlig bak høyttalerdekselet. Den kjøretøyoptimaliserte delefilteret er optimalt tilpasset forholdene til BMW. 

200 mm høyttalersystem 
2 x 150 / 100 Watt 
3 Ohm impedans 
100 mm mellomtone 
25 mm diskant 
Semi aktivt delefilter 

 

Basshøyttaler: 
Størrelse 200 mm / 8"" 
Neodymium magnet 
SLIM chassis for montering under setet i BMW 
Inkludert grill 
Høy effektivitet 
Nomex sentreringspole 
Impedans 3 Ohm 

Melomtone: 
Størrelse 100 mm / 4"" 
Ferrit magnet 
Impedans 3 Ohm 
Trepunkts bilspesifikk innfestning 

Diskanthøyttaler: 
Størrelse 25 mm (talespole) 
Membran i silkestoff 
4 Ohm impedans 
Neodymium magnet 
Bilspesifikk innfestning 

Delefilter: 
Justering av diskantnivå 
kompakt design 
Høykvalitets komponenter (air coil) 
OEM tilkoblinger 
Ikke-destruktiv installasjon (reverserbar) 

 


Gladen One serien er bilspesifikke høyttalersystemer. Disse er optimalt tilpasset det spesifikke kjøretøyet, både i design og lydinnstilling. 
Utfordringen var å oppnå et perfekt samspill mellom høyttalerkomponentene under stort sett ugunstige høyttalerinstallasjonsforhold. 
Alle høyttalerne i Gladen One serien ble testet og optimalt innstilt under reelle forhold i bilen, i vårt interne testlaboratorium. På slutten av utviklingen har alle høyttalere fra Gladen ikke bare gjennomgått en rekke parameter- og frekvensresponstester, men har også blitt finjustert av våre lydteknikere",./images_produkt/50031.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50012,,,,,,,,GLADEN ONE 201 BMW ALPHA 3 veis,"
    Plug & Play 3 veis semi aktiv system BMW",,,,4 290.00,,"Gladen One 201 BMW drar nytte av vår høy erfaring innen høyttalerdesign. Alle chassis har en høy effektivitet som oppnås ved en effektiv kombinasjon av membranoppheng og lave bevegelige masser. Høyttalerne er veldig enkle å installere i din BMW på grunn av de kjøretøyspesifikke og nøyaktig tilpassede høyttalerfestene. Og alt dette er absolutt ikke-destruktivt (reverserbart). 
Mellomtone har et kjøretøyspesifikt høyttalerfeste og er derfor montert usynlig bak høyttalerdekselet. Den kjøretøyoptimaliserte delefilteret er optimalt tilpasset forholdene til BMW. 

200 mm høyttalersystem 
2 x 130 / 85 Watt 
3 Ohm impedans 
100 mm mellomtone 
25 mm diskant 
Semi aktivt delefilter 

 

Basshøyttaler: 
Størrelse 200 mm / 8"" 
Neodymium magnet 
SLIM chassis for montering under setet i BMW 
Høy effektivitet 
Nomex sentreringspole 
Impedans 3 Ohm 

Melomtone: 
Størrelse 100 mm / 4"" 
Ferrit magnet 
Impedans 3 Ohm 
Trepunkts bilspesifikk innfestning 

Diskanthøyttaler: 
Størrelse 25 mm (talespole) 
Membran i silkestoff 
4 Ohm impedans 
Neodymium magnet 
Bilspesifikk innfestning 

Delefilter: 
Justering av diskantnivå 
kompakt design 
Høykvalitets komponenter (air coil) 
OEM tilkoblinger 
Ikke-destruktiv installasjon (reverserbar) 

 


Gladen One serien er bilspesifikke høyttalersystemer. Disse er optimalt tilpasset det spesifikke kjøretøyet, både i design og lydinnstilling. 
Utfordringen var å oppnå et perfekt samspill mellom høyttalerkomponentene under stort sett ugunstige høyttalerinstallasjonsforhold. 
Alle høyttalerne i Gladen One serien ble testet og optimalt innstilt under reelle forhold i bilen, i vårt interne testlaboratorium. På slutten av utviklingen har alle høyttalere fra Gladen ikke bare gjennomgått en rekke parameter- og frekvensresponstester, men har også blitt finjustert av våre lydteknikere",./images_produkt/50012.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17723,,,,,,,,Ground Zero GZCS 200BMW-SW4,"
    Plug and Play 8"" basskit til BMW",,,,3 690.00,,"De fleste av BMW lydanlegg kan ikke oppfylle de krevende forventningene til sofistikerte musikkelskere, og er heller ikke i stand til å nå oppnå høye lydtrykk. Dette er årsaken til at markedet tilbyr mer kraftige høyttalere som passer i originalplasseringene - såkalte ""plug and play"" løsninger . 

Ground Zero introduserer GZCS 200BMW -SW, en ny subwoofer som er perfekt tilpasset, har meget bra lydkvalitet og kan spille skikkelig høyt. Den kan bli montert uten noen endringer i BMW ledningene og erstatter de svake fabrikkhøyttalerne. Basselementet på 20 cm / 8"" er optimalisert ved hjelp av GZ sitt Klippel® målesystem. Den har 2 ohm talespole og kraftig og kompakt neodymiummagnet. 

Subwooferen er egnet for alle BMW E6 , 7 , 8 og 9 modeller så vel som for F-serien. Den passer også de nyeste Mini F-modellene. 

Impedans 4 Ohm 
Maks effekt: 160W 
RMS effekt: 100W 
Følsomhet (2.83V/1m): 89.1dB 
Frekvensrespons: 35Hz-250Hz 
Integrert grill 

 ",./images_produkt/17723.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50014,,,,,,,,"GLADEN ONE 202 8"" SLIM BMW","
    GLADEN subwoofer kit 150/300W til BMW",,,,3 490.00,,"Gladen One serien er bilspesifikke høyttalersystemer. Disse er optimalt tilpasset det spesifikke kjøretøyet, både i design og lydinnstilling. 
Utfordringen var å oppnå et perfekt samspill mellom høyttalerkomponentene under stort sett ugunstige høyttalerinstallasjonsforhold. 
Alle høyttalerne i Gladen One serien ble testet og optimalt innstilt under reelle forhold i bilen, i vårt interne testlaboratorium. På slutten av utviklingen har alle høyttalere fra Gladen ikke bare gjennomgått en rekke parameter- og frekvensresponstester, men har også blitt finjustert av våre lydteknikere 

Størrelse 200 mm / 8"" 
Maks effekt: 300W 
RMS effekt: 150W 
Neodymium magnet 
SLIM chassis for montering under setet i BMW 
Inkludert grill 
Høy effektivitet 
Nomex sentreringspole 
Impedans 3 Ohm 

 

 ",./images_produkt/50014.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17745,,,,,,,,Ground Zero GZCS 100.2BMW - NY!,"
    Plug & Play kit BMW",,,,3 290.00,,"Ground Zero lanserer her et høyttalersett med høy lydkvalitet til BMW som passer i nesten alle BMW på markedet.  En medfølgende adapterring av aluminium muliggjør 3 ulike monteringsalternativ.   

2 veis komponentsystem til BMW med 3 ulike monteringsmuligheter (se manual for mer info) 
4” mellomtone med membran av glassfiber produsert i Tyskland
Høyeffektiv Neodymium magnet 
Støpt chassis av aluminium 
1.0” kobber svingspole 
1” silke dome diskant 
Kompakt ""in-line"" 12/6 dB delefilter med justeringsmuligheter for diskantnivå og mulighet for høypassfilter 
Plug & Play tilkoblinger 
Klippel® optimalisert mellomtone 
Effekttålighet: 70 W RMS / 110 W maks 
SPL: 87 dB 1w/1m 
Impedans: 4 Ohm 
Frekvensrespons 70 Hz – 24 kHz 

 

Kompatibel med:

Front: E63, E64, E81, E82, E84 E87, E88, E90, E91, E92, E93, F10, F11, F18, E87, F10, F12, F13, F21, F22, F23, F30, F32, F33, F34, F35, F36, F82, F83, F45, F46, F80, I12COUPE, G30, E65, E66, E657, E70, E71, E83, E89, F01, F02, F03, F04

Bak: E63, E64, E88, E91, E93, F10, F21, F23, F26, F31, F45, F46, E60, E61, E65, E66, E657, E71, E81, E82, E84, E87, E90, E92, F01, F02, F03, F04, F07, F10, F11, F18F22, F87, I12 COUPE

Bakdør: F06, F12, F13F25, F30, F32, F34, F35,F36,F48,F80, F82

Hylle bak: F12, F13, F25, F30, F32 F34, F35, F36, F48, F80, F82

D stolpe: F15, F16, F86, G05

MINI:

Front:
F54 with Harman/Kardon Sound System
F55 with Harman/Kardon Sound System
F56 with Harman/Kardon Sound System
F57 with Harman/Kardon Sound System

	
	
 



	",./images_produkt/17745.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17481,,,,,,,,Ground Zero GZCS 100BMW-SQ+C,"
     ",,,,3 290.00,,"Tekniske data: 

2 veis komponentsystem ”Made in Germany” 
4” mellomtone fiber/papir med gummi oppheng 
1.02” kobber svingspole 
BIMAX® spider 
1” silke dome diskant 
Effekttålighet: 50 W RMS / 100 W maks 
SPL: 87 dB 1w/1m 
Impedans: 3 Ohm 
Frekvensrespons 100 Hz – 25 kHz 

GZCS 100BMW-SQ + høyttalersettet inkluderer et 2-veis delefilter og et passivt høypassfilter for mellomtonen i døren. Dette bør brukes når det ikke er koblet noen ekstra forsterker for å avlaste mellomtonehøyttaleren fra lave frekvenser. 

 ",./images_produkt/17481.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17453,,,,,,,,Ground Zero GZCS 200BMW-SW,"
     ",,,,3 290.00,,"De fleste av BMW lydanlegg kan ikke oppfylle de krevende forventningene til sofistikerte musikkelskere, og er heller ikke i stand til å nå oppnå høye lydtrykk. Dette er årsaken til at markedet tilbyr mer kraftige høyttalere som passer i originalplasseringene - såkalte ""plug and play"" løsninger . 

Ground Zero introduserer GZCS 200BMW -SW, en ny subwoofer som er perfekt tilpasset, har meget bra lydkvalitet og kan spille skikkelig høyt. Den kan bli montert uten noen endringer i BMW ledningene og erstatter de svake fabrikkhøyttalerne. Basselementet på 20 cm / 8"" er optimalisert ved hjelp av GZ sitt Klippel® målesystem. Den har 2 ohm talespole og kraftig og kompakt neodymiummagnet. 

Subwooferen er egnet for alle BMW E6 , 7 , 8 og 9 modeller så vel som for F-serien. Den passer også de nyeste Mini F-modellene. 

Impedans 2 Ohm 
Maks effekt: 160W 
RMS effekt: 100W 
Følsomhet (2.83V/1m): 89dB 
Frekvensrespons: 35Hz-250Hz 
Integrert grill 

 ",./images_produkt/17453.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16192,,,,,,,,FOCAL IS BMW 100L,"
     ",,,,2 990.00,,"IS BMW 100L er designet for sjåfører som ønsker å bytte ut sitt originale lydsystem med en lydløsning av høy kvalitet tilpasset bilen deres. Dette settet er utstyrt med høyeffektive neodymiummagneter og aluminium / magnesium inverterte dome diskanter; eksklusive Focal-teknologier for håndtering av høy effekt og perfekt gjengitt diskant. 

Høydepunkt: 
Rask installasjon 
Ingen ledninger å kutte, ingen modifikasjoner 
100% kompatibel med bilen din 
Overlegen lydkvalitet sammenlignet med den originale 
Monteringsutstyr inkludert 

100mm (4,0"") Bass/mellomtone 
Sort Polyglass membran (ren ufarget klang) 
Delvis hornladet invertert aluminium/magnesium diskant (høy følsomhet og lite retningsbestemt) 
Nominel impedans 4 ohm 
25x11mm Svingspole 
18dB/Oktav @ 4kHz delefilter 
Maks effekt: 80W 
RMS effekt: 40W 
Følsomhet (2.83V/1m): 89,5 dB 
Frekvensrespons: 80Hz-23kHz 

 

 

 

 

KOMPABILITET: 
BMW 1 series, E87 - E81 - E82 - E88: Front 
BMW 1 series, F20 - F21: Front 
BMW 1 series, F40: Front 
BMW 1 series, F52: Front 
BMW 2 series, F22 - F23: Front 
BMW 2 series, F45 - F46: Front 
BMW 2 series, F87: Front 
BMW 3 series, E90 - E91 - E92 - E93: Front 
BMW 3 series, F30 - F31 - F34 - F35: Front and Rear 
BMW 3 series, F80: Front and Rear 
BMW 3 series, G20: Front and Rear 
BMW 4 series, F32 - F33 - F36: Front and Rear 
BMW 4 series, G82 - G83: Front and Rear 
BMW 5 Series, F18: Front and Rear 
BMW 5 Series, G30 - G31: Front and Rear 
BMW 6 Series, F06 - F12 - F13: Front and Rear 
BMW 7 Series, G11 - G12: Front and Rear 
BMW i3: Front 
BMW X1, F48 - F49: Front and Rear 
BMW X2, F39: Front and Rear 
BMW X3, F25: Front and Rear 
BMW X3, G01: Front and Rear 
BMW X4, F26: Front and Rear 
BMW X4, G02 : Front and Rear 
BMW X5, F15, F85: Front (with ISUBBMWBR adapter) 
BMW X5, G05: Front 
BMW X6, F16: Front (with ISUBBMWBR adapter) 
BMW X6, G06: Front and Rear 
BMW X7, G07: Front and Rear 
BMW Z4, G29: Front 

Mini Cabrio, F57: Front 
Mini Clubman, F54: Front 
Mini Countryman, F60: Front 
Mini Coupe, R58: Front 
Mini Hatch, F55: Front 
Mini Hatch 3drs, R56: Front 
Mini Hatch 3drs, F56: Front",./images_produkt/16192.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
