product Id,Main Category,Category 1,Category 2,Category 3,Category 4,Category 5,Brand,Product Name,Product Information,Car brand,Car model,Car year,Main Price,Discount Price,Product Discription,picture 1,picture 2,picture 3,picture 4,picture 5,picture 6,picture 7,picture 8,picture 9,picture 10,picture 11,picture 12,picture 13,picture 14,picture 15,picture 16,picture 17,source
50095,,,,,,,,GLADEN ONE 100.2 MBM,"
    Plug & Play 2 veis system Mercedes",,,,2 990.00,,"Gladen One serien er bilspesifikke høyttalersystemer. Disse er optimalt tilpasset det spesifikke kjøretøyet, både i design og lydinnstilling. 
Utfordringen var å oppnå et perfekt samspill mellom høyttalerkomponentene under stort sett ugunstige høyttalerinstallasjonsforhold. 
Alle høyttalerne i Gladen One serien ble testet og optimalt innstilt under reelle forhold i bilen, i vårt interne testlaboratorium. På slutten av utviklingen har alle høyttalere fra Gladen ikke bare gjennomgått en rekke parameter- og frekvensresponstester, men har også blitt finjustert av våre lydteknikere. 

2 veis system 
25 mm diskanthøyttaler 
100 mm mellomtone 
Plug & Play uten å skade ledningsnettet i kjøretøyet 

Bilspesifikt 2 veis system for Mercedes 

Diskant: 25 mm , 4 Ohm, 25 / 40 W 
Mellomtone: 100 mm, 4 Ohm, 60 / 120 W, 87 dB/W/m, membran av glassfiber 
Fintunet delefilter med justeringsmuligheter for diskant og mellomtone 

 ",./images_produkt/50095.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17570,,,,,,,,Ground Zero GZCS 100MB,"
     ",,,,2 990.00,,"De fleste originale lydanlegg kan ikke oppfylle de krevende forventningene til sofistikerte musikkelskere, og er heller ikke i stand til å nå oppnå høye lydtrykk. Dette er årsaken til at markedet tilbyr mer kraftige høyttalere som passer i originalplasseringene - såkalte ""plug and play"" løsninger . 
Ground Zero introduserer GZCS 100MB, en nytt høyttalersett som er perfekt tilpasset, har meget bra lydkvalitet og kan spille skikkelig høyt. Den kan bli montert uten noen endringer i Mercedes ledningene og erstatter de svake fabrikkhøyttalerne. Basselementet på 10 cm / 4"" er optimalisert ved hjelp av GZ sitt Klippel® målesystem. Den har 4 ohm talespole og kraftig og kompakt neodymiummagnet. 

Tekniske data: 

2 veis komponentsystem 
4” mellomtone av aluminium med gummi oppheng 
Støpt chassis av aluminium 
meget effektiv magnet av neodymium 
1.02” kobber svingspole 
BIMAX® spider 
1” silke dome diskant 
Effekttålighet: 50 W RMS / 100 W maks 
SPL: 90 dB 1w/1m 
Impedans: 4 Ohm 
Frekvensrespons 70 Hz – 30 kHz 

 

passer i følgende Mercedes modeller: 

C-klasse W205 fra 2014 / S205 fra 2014 / C205 fra 2015 / A205 fra 2016 
GLC X253 fra 2015 / C253 fra 2015 
E-klasse W213 fra 2016 / S213 fra 2016 / C238 fra 2017 / A238 fra 2017 ",./images_produkt/17570.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17571,,,,,,,,Ground Zero GZCS 200MBL til førerside,"
    Plug and Play 8"" bass til Mercedes",,,,2 490.00,,"De fleste originale lydanlegg kan ikke oppfylle de krevende forventningene til sofistikerte musikkelskere, og er heller ikke i stand til å nå oppnå høye lydtrykk. Dette er årsaken til at markedet tilbyr mer kraftige høyttalere som passer i originalplasseringene - såkalte ""plug and play"" løsninger . 
Ground Zero introduserer GZCS 200MB, en ny subwoofer som er perfekt tilpasset, har meget bra lydkvalitet og kan spille skikkelig høyt. Den kan bli montert uten noen endringer i Mercedes ledningene og erstatter de svake fabrikkhøyttalerne. Basselementet på 20 cm / 8"" er optimalisert ved hjelp av GZ sitt Klippel® målesystem. Den har 4 ohm talespole og kraftig og kompakt neodymiummagnet. 

Maks effekt: 90W 
RMS effekt: 50W 
Følsomhet (2.83V/1m): 86dB 
Frekvensrespons: 40Hz-2500Hz 
Integrert grill 

 

passer i følgende Mercedes modeller: 

C-klasse W205 fra 2014 / S205 fra 2014 / C205 fra 2015 / A205 fra 2016 
GLC X253 fra 2015 / C253 fra 2015 
E-klasse W213 fra 2016 / S213 fra 2016 / C238 fra 2017 / A238 fra 2017 ",./images_produkt/17571.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16234,,,,,,,,FOCAL ICC MBZ 100 Senter,"
    Plug & Play Flax høyttalere",,,,1 990.00,," 

Designet spesielt for kjøretøy fra Mercedes-Benz-gruppen, er hifi senter høyttaleren IC MBZ 100 perfekt for skjult integrering. Den bringer lydbildet opp til fronten av kabinen samtidig som det forbedrer vokalen og hele mellomtonen. 
Høyttalerelementene inkluderer Flax sandwich membranet, som er laget i Frankrike. Den leverer naturlig mellomtone og ultra autentiske stemmer. 
For ytterligere å optimere ytelsen på områder med begrenset plass, har dette settet en kompakt og meget effektiv magnet med neodymmotor. 
Den er også designet for å sikre at kjøretøyets eCall nødfunksjon ikke påvirkes. 

Mellomtone 4"" (100mm) 
Svingspole diameter 1"" (25mm) 
Svingspole høyde 5/16"" (8mm) 
Magnet av Neodymium 
Chassis av massiv aluminium 
Membran av Flax 
oppheng av Butyl 
Impedanse 4 Ohm 
Max. power 2x 50W 
Nom. power 2 x 25W RMS 
Følsomhet (2.83V/1m) 88dB 
Frekvensrespons 150Hz-20kHz 
Integrert delefilter 

 
Utviklet og produsert i Frankrike 
Rask og enkel å installere uten behov for endringer på kjøretøyet 
Sømløs integrering i kabinen 
Hi-fi-lyd og utmerket effekthåndtering 
Avansert høyttalerelement beskyttelse 
Dedikerte produsent Plug & Play kontakter 

 

 

 

 ",./images_produkt/16234.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50185,,,,,,,,GLADEN SoundUp kabelkit til GLE og GLS W167 - NY!,"
    Plug & Play oppgradering",,,,1 990.00,,"Kabelsett for installasjon av en PICO DSP forsterker i en Mercedes GLE (W167) fra 2020. 
Produsert i Europa 

SoundUp adapter for Mercedes GLE with MBUX (NTG6) 

 ",./images_produkt/50185.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50096,,,,,,,,GLADEN ONE 100.MB-DX,"
    Plug & Play 2 veis coax Mercedes",,,,1 790.00,,,./images_produkt/50096.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50054,,,,,,,,GLADEN SoundUp SU-MBUX-6CH,"
    Plug & Play oppgradering",,,,1 590.00,,"SoundUp adapter for Mercedes fra 2020 med NTG6.X og NTG7.X uten sound system og med Advancend/Midline sound system, til en MOSCONI PICO 6 |8 DSP forsterker. 

 ",./images_produkt/50054.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50080,,,,,,,,GLADEN SoundUp MBBUR.2,"
    Plug & Play oppgradering",,,,1 490.00,,"Harness set for the installation of a PICO 8|10 DSP amplifier in a Mercedes vehicle (C / E / GLC) with Burmester sound system with MBUX. 

Made in Europe 
Connector for ASD 
Connector for surround speaker 
38 PIN version 

 ",./images_produkt/50080.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50079,,,,,,,,GLADEN SoundUp MBBUR,"
    Plug & Play oppgradering",,,,1 490.00,,"Harness set for the installation of a PICO 8|10 DSP amplifier in a Mercedes vehicle (C / E / GLC) with Burmester sound system without MBUX. 

Made in Europe 
Connector for ASD 
Connector for surround speaker 
32 PIN version 

 ",./images_produkt/50079.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15241,,,,,,,,MATCH UP X4MB-FRT Mercedes,"
    Match coax kit til Mercedes",,,,1 390.00,,"Premiumbiler fortjener førsteklasses lyd - det originale høyttaleroppsettet i Mercedes biler oppfyller i mange tilfeller ikke forventningene til ambisiøse musikkelskere. For alle dem tilbyr MATCH skreddersydde høyttalersystemene det perfekte alternativet som åpner nye lydhorisonter. 

Det 2-veis koaksiale systemet UP X4MB-FRT gir mye bedre presisjon og dynamikk over hele frekvensen kombinert med en fantastisk diskantoppløsning takket være sin 20 mm silke dome diskant. 

Spesielt i kombinasjon med en av våre DSP-forsterkere avslører disse høyttalerne sitt fulle potensiale med hensyn til dynamikk. 

 
Power RMS / max. 60 / 120 Watts 
Frekvensrespons 90 Hz - 25,000 Hz 
Impedanse 4 Ohm 
Effektivitet 1 W / 1 m 89 dB 
Integrert delefilter, 6dB pr oktav 
Ytre diameter 126 mm 
Monteringshull 90.8 mm 
Monteringsdybde 34.3 mm 

Optimaliserte lydegenskaper for Mercedes-biler for en spektakulær lyd i kombinasjon med betydelig økt effekthåndtering 
Eksklusivt utviklede chassis og bilspesifikke kontakter for Mercedes-biler for enkleste installasjon 
Perfekt kombinerbar med ytterligere MATCH UPGRADE-komponenter - f.eks. DSP forsterker 

 

 ",./images_produkt/15241.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50077,,,,,,,,GLADEN SoundUp MBUX-125,"
    Plug & Play oppgradering",,,,1 290.00,,"Universal harness set for Mercedes with MBUX to a MOSCONI PICO DSP amplifier 

Length 125cm 
Made in Europe 

 ",./images_produkt/50077.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15287,,,,,,,,MATCH PP-MB 1.9MBUX-BUR,"
     ",,,,1 190.00,,"This cable harness can be used to upgrade factory Burmester sound systems in Mercedes cars with an MBUX head unit (NTG 6,7 and 8). 
To fully integrate all 9 channels of the OEM amplifier a MEC ANALOG IN module is required in the UP 10DSP. The OEM amplifiers stay in the car.",./images_produkt/15287.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15243,,,,,,,,MATCH UP S4MB-CTR Mercedes,"
    Match senterhøyttaler til Mercedes",,,,690.00,,"Premiumbiler fortjener førsteklasses lyd - det originale høyttaleroppsettet i Mercedes biler oppfyller i mange tilfeller ikke forventningene til ambisiøse musikkelskere. For alle dem tilbyr MATCH skreddersydde høyttalersystemene det perfekte alternativet som åpner nye lydhorisonter. 

Senterhøyttaleren UP S4MB-CTR gir et betydelig forbedret lydbilde for både sjåfør og passasjer og har den samme utmerkede tonebalansen som de andre MATCH UPGRADE høyttalerene. 

 
Power RMS / max. 60 / 120 Watts 
Frekvensrespons 90 Hz - 20,000 Hz 
Impedanse 4 + 4 Ohm 
Effektivitet 1 W / 1 m 89 dB 
Ytre diameter 
Monteringshull 99 mm 
Monteringsdybde 35 mm 

Optimaliserte lydegenskaper for Mercedes-biler for en spektakulær lyd i kombinasjon med betydelig økt effekthåndtering 
Eksklusivt utviklede chassis og bilspesifikke kontakter for Mercedes-biler for enkleste installasjon 
Støtter automatisk SOS nødoppringing 
Perfekt kombinerbar med ytterligere MATCH UPGRADE-komponenter - f.eks. DSP forsterker 

 

 ",./images_produkt/15243.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15242,,,,,,,,MATCH UP S4MB.SUR Mercedes,"
    Match surround kit til Mercedes",,,,990.00,,"Premiumbiler fortjener førsteklasses lyd - det originale høyttaleroppsettet i Mercedes biler oppfyller i mange tilfeller ikke forventningene til ambisiøse musikkelskere. For alle dem tilbyr MATCH skreddersydde høyttalersystemene det perfekte alternativet som åpner nye lydhorisonter. 

Surroundhøyttalerne UP S4MB-SUR kompletterer MATCH UGRADE-høyttalersystemet og gir mer romslighet og dybde til musikkgjengivelsen uten akustiske hinder for de bakre passasjerene. 

 
Power RMS / max. 60 / 120 Watts 
Frekvensrespons 90 Hz - 20,000 Hz 
Impedanse 4 Ohm 
Effektivitet 1 W / 1 m 89 dB 
Ytre diameter 
Monteringshull 99 mm 
Monteringsdybde 35 mm 

Optimaliserte lydegenskaper for Mercedes-biler for en spektakulær lyd i kombinasjon med betydelig økt effekthåndtering 
Eksklusivt utviklede chassis og bilspesifikke kontakter for Mercedes-biler for enkleste installasjon 
Perfekt kombinerbar med ytterligere MATCH UPGRADE-komponenter - f.eks. DSP forsterker 

 

 ",./images_produkt/15242.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50078,,,,,,,,GLADEN SoundUp MBUX,"
    Plug & Play oppgradering",,,,690.00,,"Universal harness set for Mercedes with MBUX to ISO. 

Can be extended with ISO extensions. 
Made in Europe 

 ",./images_produkt/50078.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17579,,,,,,,,Ground Zero GZCS MB Connect,"
     ",,,,1 190.00,,"Car specific wiring harness for Mercedes 

Car specific harness 
* check the MERCEDES compatibility chart 
Connector for GZRA MICRO FOUR included",./images_produkt/17579.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50122,,,,,,,,GLADEN ONE 25MB Mercedes diskant,"
    German Technology",,,,990.00,,25 mm diskant til Mercedes,./images_produkt/50122.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17465,,,,,,,,Ground Zero GZCS 12CX,"
    12cm høyttaler til Mercedes",,,,690.00,,"12cm høyttaler til feks Mercedes W124 
60W RMS / 100W max 
1"" svingspole 
Følsomhet 90dB (1W/1M) 
Nominell impedans 4 ohm 
resonansfritt stålchassis 
oppheng av gummi 
Mylar diskant 
conex spider 
Utskjæringshull 109mm 
Monteringsdybde 50mm 
Mercedes Benz spesifikke kontakter 
 ",./images_produkt/17465.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15264,,,,,,,,MATCH PP-MB 1.9BUR for Mercedes med Burmester,"
     ",,,,1 090.00,,"The universal 9-channel Plug & Play cable harness PP-MB 1.9BUR allows an easy connection of an DSP amplifier like the MATCH UP 10DSP, HELIX V EIGHT DSP MK2 or V TWELVE DSP to selected Mercedes car models with factory-equipped Burmester sound systems - compatible with most car models with a manufacturing date above 2014 and 9-channel Burmester sound system / 13 speakers. 

The cable is equpped with MOLEX connectors for future plug & play applications but for universal applications all wires are definated by a name label. 

Plug & Play cable harness for an easy connection of a MATCH UP 10DSP, HELIX V EIGHT DSP MK2 or V TWELVE DSP amplifier to a Mercedes equipped with Burmester sound system (manufacturing year > 2014) 
All signal inputs and outputs are labeled and therefore suitable for all universal applications 
Cable length 1,00 Meter 
Further infromation about the compatibility can be found in our adaptor database ",./images_produkt/15264.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15291,,,,,,,,MATCH PP-MB 1.5MBUX,"
     ",,,,590.00,,"The 5-channel UPGRADE cable harness PP-MB 1.5MBUX enables an easy connection of a MATCH UP 7DSP amplifier with integrated Extension Card MEC ANALOG IN to selected Mercedes vehicles with MBUX (Mercedes-Benz User Experience) standard sound system. 

Features 

Plug & Play connectors for an easy connection of a MATCH UP 7DSP amplifier with integrated MEC ANALOG IN module 
MBUX-connections for connecting the vehicle cable harness 
Cable length 1.00 meter 

Connections 

1 x 20-pole MOLEX plug for the connection of the System Connector input 1 of the UP 7DSP 
1 x 8-pole MOLEX plug for the connection of the System Connector input 2 of the UP 7DSP 
1 x 4-pole MOLEX plug for the connection of the MEC ANALOG IN module 
1 x 32-pole Mercedes system jacket 
1 x 32-pole Mercedes system plug 

Compatibility 
For connection of the MATCH UP 10DSP with ANALOG IN Extension Card 
Suitable for Mercedes vehicles with 5-channel MBUX standard sound systems 
Further information about the vehicle compatibility can be found in our Upgrade Finder",./images_produkt/15291.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16227,,,,,,,,"FOCAL Mercedes Y-ISO kabel, IW-MBZ-YISO","
     ",,,,570.00,,,./images_produkt/16227.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16084,,,,,,,,FOCAL IFP 207 Peugeot 207/307/308 Integration kit,"
    Integration serien 165mm",,,,3 690.00,,"Dedikert 2-veis komponentsystem for Peugeot 207 3/5 dørs CC/SW. 
Leveres komplett med brukermanual, video og verktøy for montering. Monteres på under 1 time 
This IFP 207 kit is also compatible with the Peugeot 307* and Peugeot 308 (in 3/5 doors CC/SW versions). 
* Important note: the speaker fixing in the Peugeot 307 is made inside the door trim. Acoustic insulation (such as FOCAL BAM) should be added to improve the result. 
Utviklet og produsert i Frankrike 
165mm (6,5"") Bass/mellomtone 
Polyglass membran (ren ufarget klang) 
Delvis hornladet invertert aluminium/magnesium diskant (høy følsomhet og lite retningsbestemt) 
Nominel impedans 2,6 ohm 
25mm Svingspole 
85mm Magnet 
6/18dB/Oktav @ 4kHz delefilter 
Maks effekt: 140W 
RMS effekt: 70W 
Følsomhet (2.83V/1m): 92,7 dB 
Frekvensrespons: 70Hz-25kHz 
 ******************************************************************************************** 
",./images_produkt/16084.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50092,,,,,,,,GLADEN ONE 165 Fiat Ducato remi,"
    Plug and Play",,,,2 990.00,,"Plug and Play 2-veis system for kjøretøy med REMI mørkleggingssystem foran i A-stolpen fra midten av 2006. 

Passer for følgende kjøretøy: 

Fiat Ducato III (fra 2006) 
Citroën Jumper II (fra 2006) 
Peugeot Boxer II (fra 2006) 

Gladen One 165 Fiat Ducato - RS drar nytte av de utmerkede tekniske egenskapene til RS serien med ferrittmagneter og fibermembraner. Høyttalerne er veldig enkle å installere på grunn av de kjøretøyspesifikke pluggene og de nøyaktig tilpassede høyttalerfestene. Og alt dette er en absolutt ikke-destruktiv installasjon slik at det også er egnet for leasede kjøretøy. 

165 mm høyttalersystem 
2 x 150 / 100 Watts 
3 Ohm impedans 
25 mm diskant med silkemembran 
Optimalisert delefilter 

Delefilter: 
Kompakt design 
Komponenter av høy kvalitet (luftkjernespoler) 
OEM-koblinger 
Ikke-destruktiv installasjon 

Mellomtone: 
Størrelse: 165 mm 
Fibermembran 
Chassis av stål 
Nomex sentreringspole 
25 mm svingspole 
Gummi-magnet beskyttelse 
3 Ohm impedans 
Kjøretøyspesifikk adapterring og dempematter er inkludert 

Diskant 
Størrelse: 20 mm (talespole) 
Membran i silkestoff 
4 Ohm impedans 
Neodymmagnet 
Bilspesifikk høyttalerfeste 

 ",./images_produkt/50092.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50093,,,,,,,,GLADEN ONE 165 Fiat Ducato OEM,"
    Plug and Play",,,,2 990.00,,"Plug and Play 2-veis system for kjøretøy uten REMI mørkleggingssystem foran i A-stolpen fra midten av 2006. 

Passer for følgende kjøretøy: 

Fiat Ducato III (fra 2006) 
Citroën Jumper II (fra 2006) 
Peugeot Boxer II (fra 2006) 

Gladen One 165 Fiat Ducato - drar nytte av de utmerkede tekniske egenskapene til RS serien med ferrittmagneter og fibermembraner. Høyttalerne er veldig enkle å installere på grunn av de kjøretøyspesifikke pluggene og de nøyaktig tilpassede høyttalerfestene. Og alt dette er en absolutt ikke-destruktiv installasjon slik at det også er egnet for leasede kjøretøy. 

165 mm høyttalersystem 
2 x 150 / 100 Watts 
3 Ohm impedans 
25 mm diskant med silkemembran 
Optimalisert delefilter 

Delefilter: 
Kompakt design 
Komponenter av høy kvalitet (luftkjernespoler) 
OEM-koblinger 
Ikke-destruktiv installasjon 

Mellomtone: 
Størrelse: 165 mm 
Fibermembran 
Chassis av stål 
Nomex sentreringspole 
25 mm svingspole 
Gummi-magnet beskyttelse 
3 Ohm impedans 
Kjøretøyspesifikk adapterring og dempematter er inkludert 

Diskant 
Størrelse: 20 mm (talespole) 
Membran i silkestoff 
4 Ohm impedans 
Neodymmagnet 
Bilspesifikk høyttalerfeste 

 ",./images_produkt/50093.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16222,,,,,,,,FOCAL IC PSA165,"
    Integration serien PSA 165mm",,,,2 790.00,,"Focal lanserer nå i 2021 nye spesialtilpassede høyttalere for perfekt integrering med enklest mulig installasjon og best mulig lydkvalitet. 

IC PSA 165 2-veis coaxsett er designet for alle bilister som ønsker å erstatte sitt originale lydsystem med en kvalitetslydløsning. Høyttalerelementene bruker Polyglass-teknologi, som gir veldefinert mellomtone og bass. Aluminium invertert dome diskant, en Focal teknologi, gir perfekt diskantgjengivelse med meget god spredning av lyden. 

2 veis coaxsett 
Midbass: 165mm 
Diskant: Aluminum invertert dome 
Magnet: Ferrite 
Membranmaterial: Polyglass 
Impedans: 4 ohm 
Power handling: 70W / 140W (RMS / Max) 
Følsomhet (2.83V / 1m): 93,2dB 
Frekvensrespons: 60Hz-20kHz 
delefilter: integrert 

 

 ",./images_produkt/16222.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16239,,,,,,,,"FOCAL PSA Y-ISO kabel, IW-PSA-YISO","
     ",,,,550.00,,"The Focal Inside PSA Y-ISO HARNESS head unit adaptation cable is designed for the IMPULSE 4.320 compact 4-channel digital amplifier. It allows the quick and simple connection of the Citroën, DS Automobiles et Peugeot original head unit and of Focal Inside extension cables. 

Designed specifically for your vehicle
Quick and easy Plug and Play installation
Direct link from the amplifier to your original head unit
Connection to the extension cable via ISO connectors
No soldering required
Length: 0.3m

Compatibility: for Citroën, DS Automobiles and Peugeot vehicles since 2014
	
	
	",./images_produkt/16239.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
281190-01,,,,,,,,Smart ForTwo radioadapter 98 -->,"
    sort farge",,,,99.00,,,./images_produkt/281190-01.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
281190-15,,,,,,,,Smart Roadster radioadapter,"
     ",,,,99.00,,,./images_produkt/281190-15.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
281190-14,,,,,,,,Smart ForTwo radioadapter 98 -->,"
    antrasitt farge",,,,99.00,,,./images_produkt/281190-14.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
40050,,,,,,,,Diamond Audio S-65C Tesla model S komponentsystem,"
    VSP series 2-way 6.5"" component set, Tesla Model S",,,,3 990.00,,"6,5"" Spesialdesignet for Tesla Model S 
Premium lydforbedring i forhold til originalt 
Membraner av forsterket glassfiber 
1""/ 26 mm høy temp. talespole 
Laget for å tåle ytterligere forsterkereffekt enn originalt 
Magnetene er av det meget effektive materialet neodymium, som muliggjør bruken av små men allikevel veldig sterke magneter. 
Effekthåndtering system: 
RMS 70W 
Maks 140W 

Spesifikasjoner mellomtone: 

Total Diameter 165mm 
Monteringsdybde 20.6mm 
Impedans 2 ohm 
Frekvensrespons 60-1.5 KHz 
SPL 1W/1M 90db 
Power Watts RMS 70W 
Power Watts MAX 140W 
RE 1.8 ohm 
SPL 89db 
FS 69Hz 
QMS 4.4 
QES 0.67 
QTS 0.58 
VAS 10.5 

Spesifikasjoner diskant 
Total diameter 48.8mm 
Monteringsdiameter 17.8mm 
Impedans 4 Ohm 
Frekvensrespons 1280-20 kHz 
SPL 1W/1M 90dB 
Power Watts RMS 20W 
Power Watt MAX 40W 
RE 3.5 ohm 
FS 1280 
Delefilter 6dB/Oct 

 ",./images_produkt/40050.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50170,,,,,,,,GLADEN TESLA S og X kabelsett Premium Audio,"
    Plug and Play oppgradering",,,,3 290.00,,"VARENAVN: BXMWKTESXPMM

Kabelsett for å koble til en MOSCONI PICO forsterker


	
	
	",./images_produkt/50170.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50052,,,,,,,,"GLADEN SoundUP Tesla 3 Premium Sound, BXMWKT3P","
    Plug & Play oppgradering",,,,2 890.00,,"BXMWKT3PMM 

SoundUp wiringkit for Tesla Model3 With Premium Soundsystem 
For MOSCONI PICO 6|8 eller PICO 8|10",./images_produkt/50052.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50053,,,,,,,,"GLADEN SoundUP Tesla 3 Basepakke, BXMWKTE3BMM","
    Plug & Play oppgradering",,,,2 790.00,,"Plug & Play harness set for Tesla Model 3 base or SR equipment and SoundSystem 
For MOSCONI PICO 6|8 eller PICO 8|10",./images_produkt/50053.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50169,,,,,,,,GLADEN TESLA S kabelsett Base Audio,"
    Plug and Play oppgradering",,,,2 190.00,,"VARENAVN: BXMWKTESBMM

Kabelsett for å koble til en MOSCONI PICO forsterker ",./images_produkt/50169.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16258,,,,,,,,FOCAL IS TOY 165 TWU - NY!,"
    Integration serien Toyota / BYD 165mm",,,,2 490.00,," 
Passer også i mange BYD modeller. Er feks helt Plug & Play til BYD Atto 3 

2-veis komponentsystem for bla. følgende Toyota modeller: 
FRONT INSTALLASJON 
Corolla 
Auris 
Yaris/Vitz 
Innova 
Fortuner 
Rav4 
Utviklet og produsert i Frankrike 
perfekt størrelse til å passe inn i de orignale plasseringene 
165mm (6,5"") Bass/mellomtone 
Polyglass membran for definert mellomtone (ren ufarget klang med kraftig bass) 
Invertert aluminium diskant (høy følsomhet og lite retningsbestemt) 
Integrerte delefilter 
25mm Svingspole 
85mm Magnet 
Nominel impedans 4 ohm 
Maks effekt: 120W 
RMS effekt: 60W 
Følsomhet (2.83V/1m): 91 dB 
Frekvensrespons: 60Hz-20kHz 

Focal lanserte i 2021 nye spesialtilpassede høyttalere for perfekt integrering med enklest mulig installasjon og best mulig lydkvalitet. 

IS TOY 165 2-veis komponentsett er designet for alle bilister som ønsker å erstatte sitt originale lydsystem med en kvalitetslydløsning. Høyttalerelementene bruker Polyglass-teknologi, som gir veldefinert mellomtone og bass. Aluminium invertert dome diskant, en Focal teknologi, gir perfekt diskantgjengivelse med meget god spredning av lyden. Dette settet er designet for kjøretøy som ikke har original diskant. Medfølgende TWU diskant kan felles inn eller overflatemonteres i medfølgende diskanthus. 
",./images_produkt/16258.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16128,,,,,,,,FOCAL IS TOY 165,"
    Integration serien Toyota 165mm",,,,2 390.00,," 
2-veis komponentsystem for bla. følgende Toyota modeller: 
FRONT INSTALLASJON 
Corolla 
Auris 
Yaris/Vitz 
Innova 
Fortuner 
Rav4 
Utviklet og produsert i Frankrike 
perfekt størrelse til å passe inn i de orignale plasseringene 
165mm (6,5"") Bass/mellomtone 
Polyglass membran for definert mellomtone (ren ufarget klang med kraftig bass) 
Invertert aluminium diskant (høy følsomhet og lite retningsbestemt) 
Integrerte delefilter 
25mm Svingspole 
85mm Magnet 
Nominel impedans 4 ohm 
Maks effekt: 120W 
RMS effekt: 60W 
Følsomhet (2.83V/1m): 91 dB 
Frekvensrespons: 60Hz-20kHz 
",./images_produkt/16128.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16183,,,,,,,,FOCAL IC TOY 165,"
    Integration serien Toyota 165mm",,,,2 190.00,," 
IC TOY 165 is a two-way coaxial kit with a 6,5"" woofer and a tweeter enabling to equip factory locations up front and improving the musicality of numerous Toyota® models widespread in Europe and the rest of the world. Excellent reliability, neutral sound and deep bass, compact and ergonomic, the IC 165TOY kit has been designed respecting the factory connectors for a real facilitated integration. 

handles up to 60 watts RMS (120 watts peak) 
frequency response: 60-20,000 Hz 
impedance: 4 ohms 
sensitivity: 91 dB 
grilles not included 
2-way car speakers (pair) 
6-1/2"" woven fiberglass woofer cone 
aluminum inverted dome tweeter 
designed to fit in select Toyota vehicles 
significant results even without changing the OEM system 
works with factory radio, aftermarket receiver, or outboard amp 

FRONT INSTALLATION 
Corolla 
Auris 
Yaris/Vitz 
Innova 
Fortuner 

Non-exhaustive list of vehicles, subject to adaptation of the tweeter and the connector, depending on the countries and models",./images_produkt/16183.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
16223,,,,,,,,"FOCAL Toyota Y-ISO kabel, IW-TOY-YISO","
     ",,,,460.00,,"The Focal Inside TOYOTA Y-ISO HARNESS head unit adaptation cable is designed for the IMPULSE 4.320 compact 4-channel digital amplifier. It allows the quick and simple connection of the Toyota original head unit and of Focal Inside extension cables. 

Designed specifically for your vehicle 
Quick and easy Plug and Play installation 
Direct link from the amplifier to your original head unit 
Connection to the extension cable via ISO connectors 
No soldering required 
Length: 0.9ft (0.3m) 
Compatibility: for Toyota vehicles since 2005 ",./images_produkt/16223.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
